task_id,is_afternoon_slowdown,is_legitimate_idle_dominant,is_degrading_machine_task,is_inefficient_operator_task,is_seatbelt_habit_operator_task,has_near_miss
T924,False,True,False,False,False,False
T925,False,False,False,False,True,False
T926,False,True,False,False,False,False
T927,False,True,False,False,False,False
T928,False,True,False,False,False,False
T929,False,True,False,False,False,False
T930,False,True,False,False,False,False
T931,False,True,False,False,False,False
T932,False,True,False,False,False,False
T933,False,False,False,False,False,False
T934,False,True,False,False,False,False
T935,False,True,False,False,False,True
T936,False,True,False,False,False,False
T937,True,False,False,False,False,True
T938,True,True,False,True,False,False
T939,False,False,False,False,False,False
T940,False,True,False,False,False,False
T941,False,True,False,False,False,False
T942,False,True,False,False,False,False
T943,False,True,False,False,False,False
T944,False,True,True,False,False,False
T945,False,True,True,False,False,False
T946,False,True,True,False,False,False
T947,False,True,True,False,False,False
T948,False,False,False,False,False,False
T949,False,True,False,False,False,False
T950,False,True,False,False,False,False
T951,False,True,False,False,False,False
T952,False,True,False,False,False,False
T953,False,True,False,False,False,False
T954,True,True,False,False,False,False
T955,True,True,False,False,False,False
T956,False,True,False,False,False,False
T957,False,True,False,False,False,False
T958,False,True,False,False,False,False
T959,False,True,False,True,False,False
T960,False,True,False,False,False,False
T961,False,True,False,False,False,False
T962,True,True,False,False,False,False
T963,True,True,False,False,False,False
T964,False,True,False,False,False,False
T965,False,True,False,False,False,False
T966,False,True,False,False,False,False
T967,False,True,False,False,False,False
T968,False,True,False,False,False,False
T969,False,True,False,False,False,False
T970,False,True,False,False,False,False
T971,True,True,False,False,False,False
T972,False,True,False,False,False,False
T973,False,True,False,False,False,False
T974,False,True,False,False,False,False
T975,False,True,False,False,False,False
T976,False,True,False,False,False,False
T977,False,True,False,False,False,False
T978,False,True,False,False,False,False
T979,False,True,False,False,False,False
T980,False,True,False,False,False,False
T981,False,True,False,False,False,False
T982,False,True,False,False,False,False
T983,False,True,False,False,False,False
T984,False,True,False,True,False,False
T985,False,True,False,False,False,False
T986,False,True,False,True,False,False
T987,False,True,False,False,False,False
T988,False,True,False,False,True,False
T989,False,True,False,False,False,False
T990,False,True,False,False,False,False
T991,False,False,False,False,False,False
T992,False,True,False,False,False,False
T993,False,True,False,False,False,False
T994,False,True,False,False,False,False
T995,True,True,False,False,False,False
T996,False,True,True,False,False,False
T997,False,True,True,False,False,True
T998,False,True,True,False,False,False
T999,False,False,True,False,True,False
T1000,False,True,True,False,False,False
T1001,True,True,True,False,False,False
T1002,True,True,True,False,False,False
T1003,False,True,False,False,False,False
T1004,False,False,False,False,False,False
T1005,False,False,False,True,False,False
T1006,False,True,False,False,False,False
T1007,False,True,False,False,False,False
T1008,False,True,False,False,False,True
T1009,True,True,False,False,False,False
T1010,False,True,False,False,False,False
T1011,False,True,False,False,False,False
T1012,False,True,False,False,False,False
T1013,False,True,False,False,False,False
T1014,False,True,False,True,False,False
T1015,False,True,False,False,False,False
T1016,False,True,False,False,False,False
T1017,False,True,False,False,False,False
T1018,False,True,False,False,False,False
T1019,False,True,False,False,True,False
T1020,False,True,False,False,False,False
T1021,False,True,False,False,False,False
T1022,False,True,False,False,False,False
T1023,False,True,False,False,False,False
T1024,False,True,False,False,False,False
T1025,False,True,False,False,False,False
T1026,False,True,False,False,False,False
T1027,False,True,False,False,False,True
T1028,False,True,False,False,False,False
T1029,False,True,False,False,False,False
T1030,False,True,False,False,False,False
T1031,False,True,False,False,False,False
T1032,False,True,False,False,False,False
T1033,False,True,False,False,False,False
T1034,False,True,False,False,False,False
T1035,False,True,False,False,False,False
T1036,False,True,False,False,False,False
T1037,False,True,False,False,False,False
T1038,False,True,False,False,False,False
T1039,False,True,False,False,False,False
T1040,False,True,True,False,False,False
T1041,False,True,True,False,False,False
T1042,False,True,True,False,False,False
T1043,False,True,True,False,False,False
T1044,True,True,True,False,False,True
T1045,False,True,False,False,False,False
T1046,False,True,False,False,False,False
T1047,False,True,False,False,False,False
T1048,False,True,False,False,False,False
T1049,False,True,False,False,False,False
T1050,False,True,False,False,False,False
T1051,True,True,False,False,False,False
T1052,False,True,False,False,False,False
T1053,False,True,False,True,False,False
T1054,False,True,False,False,False,True
T1055,False,True,False,False,False,False
T1056,False,True,False,False,False,False
T1057,False,True,False,False,False,False
T1058,False,True,False,False,False,False
T1059,False,False,False,False,True,False
T1060,False,True,False,True,False,False
T1061,False,True,False,False,False,False
T1062,False,True,False,False,False,False
T1063,False,True,False,False,False,False
T1064,False,True,False,False,False,False
T1065,False,True,False,False,False,False
T1066,False,True,False,False,True,False
T1067,True,True,False,False,False,False
T1068,False,True,False,False,False,False
T1069,False,True,False,True,False,False
T1070,False,True,False,False,False,False
T1071,False,True,False,False,False,False
T1072,False,True,False,False,False,False
T1073,False,True,False,False,False,True
T1074,False,True,False,False,False,False
T1075,False,True,False,False,False,False
T1076,False,True,False,False,False,False
T1077,False,True,False,False,False,False
T1078,False,True,False,False,False,False
T1079,False,True,False,True,False,False
T1080,False,True,False,False,False,False
T1081,False,True,False,False,False,False
T1082,False,True,False,False,False,False
T1083,False,True,False,False,False,False
T1084,False,True,False,False,False,False
T1085,False,True,False,False,False,False
T1086,True,True,False,False,False,False
T1087,False,True,True,False,False,False
T1088,False,True,True,False,False,False
T1089,False,True,True,False,False,False
T1090,False,True,True,False,False,True
T1091,False,True,True,False,False,False
T1092,False,True,False,False,False,False
T1093,False,True,False,False,False,False
T1094,False,True,False,False,False,False
T1095,False,True,False,False,False,False
T1096,False,True,False,False,False,False
T1097,False,True,False,False,False,False
T1098,False,True,False,False,False,True
T1099,False,True,False,True,False,False
T1100,False,True,False,False,False,False
T1101,False,True,False,True,False,False
T1102,False,True,False,False,False,False
T1103,False,True,False,False,False,True
T1104,True,True,False,False,False,False
T1105,True,True,False,False,False,False
T1106,False,True,False,False,False,False
T1107,False,True,False,False,False,False
T1108,False,True,False,False,False,False
T1109,False,True,False,False,False,False
T1110,False,True,False,False,False,False
T1111,False,True,False,False,False,False
T1112,True,True,False,False,False,False
T1113,False,True,False,False,False,False
T1114,False,True,False,False,False,False
T1115,False,True,False,False,False,False
T1116,False,True,False,False,False,True
T1117,False,True,False,False,False,False
T1118,False,True,False,False,False,False
T1119,False,True,False,False,False,False
T1120,False,True,False,False,False,False
T1121,False,True,False,False,False,False
T1122,False,True,False,False,False,False
T1123,False,True,False,False,False,False
T1124,False,True,False,False,False,False
T1125,False,True,False,False,False,False
T1126,False,False,False,False,False,False
T1127,False,True,False,False,False,False
T1128,False,True,False,False,False,False
T1129,False,True,False,False,False,False
T1130,False,True,False,False,False,False
T1131,False,True,False,False,False,False
T1132,False,True,False,False,False,False
T1133,False,True,False,False,False,False
T1134,False,True,False,False,False,False
T1135,False,True,False,False,False,False
T1136,False,True,True,False,False,False
T1137,False,True,True,False,False,False
T1138,False,True,True,False,False,False
T1139,False,True,True,False,False,False
T1140,False,True,False,False,False,True
T1141,False,True,False,False,False,False
T1142,False,True,False,False,False,False
T1143,False,True,False,False,False,False
T1144,False,True,False,False,False,False
T1145,False,True,False,False,False,False
T1146,False,True,False,False,False,False
T1147,False,True,False,False,False,True
T1148,False,True,False,False,False,False
T1149,False,False,False,False,True,False
T1150,True,True,False,False,False,False
T1151,False,True,False,False,False,True
T1152,False,True,False,False,False,False
T1153,False,True,False,False,False,False
T1154,False,True,False,False,False,False
T1155,False,True,False,False,False,False
T1156,False,True,False,False,False,False
T1157,False,True,False,False,False,False
T1158,False,False,False,False,True,False
T1159,True,True,False,False,False,False
T1160,False,True,False,False,False,False
T1161,False,True,False,False,False,False
T1162,False,True,False,False,False,False
T1163,False,True,False,False,False,False
T1164,False,True,False,False,False,False
T1165,False,True,False,False,False,False
T1166,False,True,False,False,False,False
T1167,False,True,False,False,False,False
T1168,False,True,False,False,False,False
T1169,False,True,False,False,False,False
T1170,False,True,False,False,False,False
T1171,False,True,False,False,False,False
T1172,False,True,False,False,False,False
T1173,False,True,False,False,False,False
T1174,False,True,False,False,False,False
T1175,False,True,False,False,False,False
T1176,False,True,False,False,False,False
T1177,False,True,False,False,False,False
T1178,False,True,False,False,False,False
T1179,False,True,False,False,False,True
T1180,True,True,False,False,False,False
T1181,False,True,False,False,False,False
T1182,False,True,True,False,False,False
T1183,False,False,True,False,True,False
T1184,False,True,True,False,False,True
T1185,False,True,True,False,False,False
T1186,False,True,True,False,False,False
T1187,False,True,True,False,False,False
T1188,True,False,True,False,True,False
T1189,True,True,True,False,False,False
T1190,False,True,False,False,False,False
T1191,False,True,False,False,False,False
T1192,False,True,False,False,False,False
T1193,False,True,False,False,False,False
T1194,False,True,False,False,False,False
T1195,False,True,False,False,False,False
T1196,False,True,False,False,False,False
T1197,False,True,False,False,False,False
T1198,False,True,False,False,False,False
T1199,False,True,False,False,False,False
T1200,False,True,False,False,False,False
T1201,False,True,False,False,False,False
T1202,False,True,False,False,False,False
T1203,False,True,False,False,False,False
T1204,True,True,False,False,False,False
T1205,False,True,False,False,False,False
T1206,False,True,False,False,False,False
T1207,False,True,False,False,False,False
T1208,False,True,False,False,False,False
T1209,False,True,False,False,False,False
T1210,False,True,False,False,False,False
T1211,False,False,False,False,True,False
T1212,False,False,False,False,False,True
T1213,False,True,False,False,False,True
T1214,False,True,False,False,False,False
T1215,False,True,False,False,False,False
T1216,False,True,False,False,False,False
T1217,False,True,False,False,False,False
T1218,False,True,False,False,False,False
T1219,False,False,False,False,False,False
T1220,False,True,False,False,False,False
T1221,False,True,False,False,False,False
T1222,False,True,False,False,False,False
T1223,True,True,False,False,False,False
T1224,True,True,False,False,False,True
T1225,True,True,False,False,False,False
T1226,False,True,False,False,False,False
T1227,False,True,False,False,False,False
T1228,False,True,False,False,False,False
T1229,False,True,False,False,False,False
T1230,False,True,False,False,False,False
T1231,False,True,False,False,False,False
T1232,False,True,False,False,False,False
T1233,False,True,False,False,False,False
T1234,False,True,False,False,False,False
T1235,False,True,False,False,False,False
T1236,False,True,False,False,False,False
T1237,False,False,False,False,False,False
T1238,False,True,False,False,False,False
T1239,False,False,True,False,True,False
T1240,False,True,True,False,False,False
T1241,False,True,True,False,False,True
T1242,False,True,True,False,False,False
T1243,False,True,True,False,False,False
T1244,True,True,True,False,False,False
T1245,True,False,True,False,False,False
T1246,False,True,False,False,False,False
T1247,False,True,False,False,True,True
T1248,False,True,False,False,False,False
T1249,False,True,False,False,False,False
T1250,False,True,False,False,False,False
T1251,False,True,False,False,False,False
T1252,False,False,False,False,True,False
T1253,False,True,False,False,False,False
T1254,False,True,False,False,False,False
T1255,False,True,False,False,False,False
T1256,False,True,False,False,False,False
T1257,False,True,False,False,False,True
T1258,False,True,False,False,False,False
T1259,False,True,False,False,False,False
T1260,False,True,False,False,False,False
T1261,False,True,False,False,False,False
T1262,False,True,False,False,False,False
T1263,False,True,False,False,False,False
T1264,False,True,False,False,False,False
T1265,False,True,False,False,False,False
T1266,False,True,False,False,True,True
T1267,False,True,False,False,False,False
T1268,False,True,False,False,False,False
T1269,False,False,False,False,False,False
T1270,False,True,False,True,False,False
T1271,False,True,False,False,False,True
T1272,False,True,False,False,False,True
T1273,False,True,False,False,False,False
T1274,False,True,False,False,False,False
T1275,False,True,False,False,False,False
T1276,False,True,False,False,False,False
T1277,False,True,False,False,False,False
T1278,False,True,False,False,False,False
T1279,False,True,False,False,False,False
T1280,False,True,False,False,False,False
T1281,False,True,False,False,False,False
T1282,False,True,False,False,False,False
T1283,False,True,False,False,False,False
T1284,False,True,False,False,False,False
T1285,False,True,True,False,False,False
T1286,False,False,True,False,False,False
T1287,False,True,True,False,False,False
T1288,True,True,True,False,False,False
T1289,True,True,True,False,False,False
T1290,False,True,False,False,False,True
T1291,False,True,False,False,False,False
T1292,False,True,False,False,False,False
T1293,False,True,False,False,False,False
T1294,False,True,False,True,False,False
T1295,False,True,False,False,False,False
T1296,False,True,False,False,False,False
T1297,False,True,False,False,False,False
T1298,False,True,False,False,False,False
T1299,False,True,False,False,False,True
T1300,False,True,False,False,False,False
T1301,False,True,False,False,False,False
T1302,False,False,False,False,False,False
T1303,False,True,False,False,False,False
T1304,False,True,False,False,False,False
T1305,False,True,False,False,False,False
T1306,False,True,False,False,False,False
T1307,False,True,False,False,False,False
T1308,False,True,False,False,False,False
T1309,False,True,False,False,False,False
T1310,False,False,False,False,True,False
T1311,False,True,False,False,True,False
T1312,False,True,False,False,False,False
T1313,False,True,False,False,False,False
T1314,False,True,False,False,False,False
T1315,False,True,False,False,False,False
T1316,False,True,False,False,False,False
T1317,False,True,False,False,False,False
T1318,False,True,False,False,False,False
T1319,False,True,False,False,False,False
T1320,False,True,False,False,False,False
T1321,False,True,False,False,False,False
T1322,False,True,False,True,False,False
T1323,False,True,False,False,False,False
T1324,False,True,False,False,False,False
T1325,False,False,False,False,True,False
T1326,False,True,False,True,False,False
T1327,False,True,False,False,False,False
T1328,False,False,False,False,True,False
T1329,False,False,False,False,False,False
T1330,False,True,False,False,False,False
T1331,False,True,False,False,False,True
T1332,False,True,True,False,False,False
T1333,False,True,True,False,False,False
T1334,False,True,True,False,False,True
T1335,False,False,True,False,True,False
T1336,True,True,True,False,False,False
T1337,False,True,False,False,False,False
T1338,False,True,False,False,False,False
T1339,False,True,False,False,False,False
T1340,False,True,False,False,False,False
T1341,False,True,False,False,False,False
T1342,False,True,False,False,False,False
T1343,False,True,False,False,False,False
T1344,False,True,False,False,False,False
T1345,False,True,False,True,False,False
T1346,False,True,False,False,False,False
T1347,False,True,False,True,False,False
T1348,False,True,False,True,False,False
T1349,False,True,False,False,False,False
T1350,False,True,False,False,False,False
T1351,False,True,False,False,False,False
T1352,False,True,False,False,False,False
T1353,False,True,False,True,False,False
T1354,False,True,False,False,False,False
T1355,False,True,False,True,False,False
T1356,False,True,False,False,False,False
T1357,False,True,False,False,False,False
T1358,False,True,False,False,False,False
T1359,False,True,False,False,False,False
T1360,False,True,False,False,False,False
T1361,False,True,False,False,False,False
T1362,False,True,False,False,False,False
T1363,False,True,False,False,False,False
T1364,False,True,False,False,False,False
T1365,False,True,False,False,False,False
T1366,False,True,False,True,False,False
T1367,False,True,False,False,False,True
T1368,False,True,False,False,False,False
T1369,False,True,False,False,False,False
T1370,False,True,False,False,False,False
T1371,False,True,False,False,False,False
T1372,False,True,False,False,False,False
T1373,False,True,False,False,False,False
T1374,False,True,False,False,False,False
T1375,False,True,False,False,False,False
T1376,False,True,True,False,False,False
T1377,False,False,True,False,True,False
T1378,False,True,True,False,False,False
T1379,True,True,True,False,False,False
T1380,False,True,False,False,False,False
T1381,False,True,False,False,False,False
T1382,False,True,False,False,False,True
T1383,False,True,False,False,False,False
T1384,False,True,False,False,False,False
T1385,False,True,False,False,False,False
T1386,False,True,False,False,False,False
T1387,False,True,False,False,False,False
T1388,False,True,False,False,False,True
T1389,False,True,False,True,False,False
T1390,False,True,False,False,False,False
T1391,False,True,False,False,False,False
T1392,False,True,False,False,False,False
T1393,True,True,False,False,False,False
T1394,False,True,False,False,False,False
T1395,False,True,False,False,False,False
T1396,False,True,False,False,False,False
T1397,False,True,False,False,False,False
T1398,False,True,False,False,False,False
T1399,True,True,False,False,False,False
T1400,False,True,False,False,False,False
T1401,False,True,False,False,False,False
T1402,False,True,False,False,False,False
T1403,False,True,False,False,False,False
T1404,False,True,False,False,False,True
T1405,False,True,False,False,False,False
T1406,False,True,False,False,False,False
T1407,False,True,False,False,False,False
T1408,False,True,False,False,False,True
T1409,False,True,False,False,False,True
T1410,False,True,False,False,False,False
T1411,True,True,False,False,False,False
T1412,True,True,False,False,False,False
T1413,False,True,False,False,False,False
T1414,False,True,False,False,False,False
T1415,False,True,False,False,False,False
T1416,False,True,False,True,False,False
T1417,False,False,True,False,False,False
T1418,False,False,True,False,False,False
T1419,False,True,True,False,False,False
T1420,False,True,True,False,False,True
T1421,False,True,True,False,False,False
T1422,True,True,True,False,False,False
T1423,False,True,False,False,False,False
T1424,False,True,False,False,False,False
T1425,False,True,False,False,False,False
T1426,False,True,False,False,False,False
T1427,False,True,False,False,False,False
T1428,False,True,False,False,False,False
T1429,True,True,False,False,False,False
T1430,False,True,False,True,False,False
T1431,False,True,False,False,False,False
T1432,False,True,False,False,False,False
T1433,False,True,False,False,False,False
T1434,False,True,False,False,False,False
T1435,False,False,False,False,True,False
T1436,True,True,False,False,False,False
T1437,True,True,False,False,False,False
T1438,False,True,False,False,False,False
T1439,False,True,False,False,False,False
T1440,False,True,False,False,False,False
T1441,False,True,False,False,False,False
T1442,False,False,False,False,True,False
T1443,False,True,False,False,False,False
T1444,False,True,False,False,False,False
T1445,False,True,False,False,False,False
T1446,False,True,False,False,False,False
T1447,False,True,False,False,False,False
T1448,False,True,False,False,False,False
T1449,False,True,False,False,False,False
T1450,False,True,False,False,False,False
T1451,False,True,False,False,False,False
T1452,False,True,False,False,False,False
T1453,False,True,False,True,False,False
T1454,False,True,False,False,False,False
T1455,False,True,False,False,False,False
T1456,False,True,False,False,False,False
T1457,False,True,False,False,False,False
T1458,False,True,False,False,False,False
T1459,False,True,False,False,False,True
T1460,True,True,False,False,False,False
T1461,False,False,False,False,True,False
T1462,False,True,False,False,False,False
T1463,False,True,False,False,False,False
T1464,False,True,False,False,False,False
T1465,False,True,False,False,False,False
T1466,False,True,True,False,False,False
T1467,False,True,True,False,False,False
T1468,False,True,True,False,False,False
T1469,False,True,True,False,False,False
T1470,False,False,True,False,True,False
T1471,True,True,True,False,False,False
T1472,True,True,True,False,False,False
T1473,False,True,False,False,False,False
T1474,False,True,False,False,False,False
T1475,False,True,False,False,False,False
T1476,False,True,False,False,False,False
T1477,False,True,False,False,False,False
T1478,False,True,False,True,False,False
T1479,False,True,False,False,False,False
T1480,False,True,False,False,False,False
T1481,False,True,False,False,True,False
T1482,False,True,False,False,False,False
T1483,False,True,False,False,False,False
T1484,False,True,False,False,False,False
T1485,False,True,False,False,False,False
T1486,False,True,False,False,False,False
T1487,False,True,False,False,False,False
T1488,False,True,False,False,False,False
T1489,False,True,False,False,False,True
T1490,False,True,False,False,False,True
T1491,False,True,False,False,False,False
T1492,False,True,False,False,False,True
T1493,False,True,False,False,False,False
T1494,False,True,False,False,False,False
T1495,False,True,False,False,False,False
T1496,False,True,False,True,False,False
T1497,False,True,False,False,False,False
T1498,False,True,False,False,False,False
T1499,False,True,False,False,False,False
T1500,False,True,False,False,False,True
T1501,False,True,False,False,False,False
T1502,False,True,False,False,False,False
T1503,False,True,False,False,False,True
T1504,False,True,False,False,False,False
T1505,False,True,False,False,False,False
T1506,False,True,False,False,False,False
T1507,False,True,False,False,False,False
T1508,False,True,True,False,False,False
T1509,False,True,True,False,False,False
T1510,False,True,True,False,False,True
T1511,False,True,True,False,False,False
T1512,False,True,True,False,False,False
T1513,False,True,False,False,False,False
T1514,False,True,False,False,False,False
T1515,False,True,False,False,False,False
T1516,False,True,False,False,False,False
T1517,False,True,False,False,False,False
T1518,False,True,False,False,False,True
T1519,False,True,False,False,False,False
T1520,True,True,False,False,False,False
T1521,False,True,False,False,False,False
T1522,False,True,False,False,False,True
T1523,False,True,False,False,False,False
T1524,False,True,False,False,False,False
T1525,False,True,False,False,False,False
T1526,False,True,False,False,False,False
T1527,False,True,False,False,False,False
T1528,False,True,False,False,False,False
T1529,False,True,False,False,False,False
T1530,False,True,False,False,False,False
T1531,False,True,False,False,False,False
T1532,False,True,False,False,False,False
T1533,False,True,False,False,False,False
T1534,False,True,False,False,False,False
T1535,False,True,False,False,False,False
T1536,False,True,False,False,False,False
T1537,True,True,False,False,False,False
T1538,True,True,False,False,False,False
T1539,False,True,False,True,False,False
T1540,False,True,False,False,False,False
T1541,False,True,False,False,False,False
T1542,False,True,False,False,False,False
T1543,False,True,False,False,False,False
T1544,False,True,False,False,False,False
T1545,False,True,False,False,False,False
T1546,False,False,False,False,True,False
T1547,False,True,False,False,False,False
T1548,False,True,False,False,False,False
T1549,False,True,False,False,False,False
T1550,False,True,False,False,False,False
T1551,False,True,False,False,False,False
T1552,False,True,False,False,False,False
T1553,False,True,False,False,False,False
T1554,False,True,True,False,False,False
T1555,False,True,True,False,False,False
T1556,False,True,True,False,False,False
T1557,False,True,True,False,False,False
T1558,True,True,True,False,False,True
T1559,True,False,True,False,True,False
T1560,False,True,False,False,False,False
T1561,False,True,False,False,False,False
T1562,False,True,False,False,False,False
T1563,False,True,False,False,False,False
T1564,False,True,False,False,False,False
T1565,False,True,False,False,False,False
T1566,False,True,False,False,True,False
T1567,False,True,False,False,False,False
T1568,False,True,False,False,False,False
T1569,False,True,False,True,False,False
T1570,False,True,False,False,False,False
T1571,False,True,False,False,False,False
T1572,False,True,False,True,False,False
T1573,False,True,False,False,False,False
T1574,False,True,False,False,False,False
T1575,False,True,False,False,False,False
T1576,False,True,False,False,False,False
T1577,False,True,False,False,False,False
T1578,False,True,False,False,False,False
T1579,False,True,False,False,False,False
T1580,False,True,False,False,False,False
T1581,True,True,False,False,False,True
T1582,False,True,False,False,False,False
T1583,True,True,False,False,False,False
T1584,False,True,False,False,False,False
T1585,False,True,False,False,False,False
T1586,False,True,False,False,False,False
T1587,False,True,False,False,False,False
T1588,False,False,False,False,False,False
T1589,True,True,False,False,False,False
T1590,True,True,False,False,False,True
T1591,True,True,False,False,False,False
T1592,False,True,False,False,False,False
T1593,False,False,False,False,True,False
T1594,False,True,False,False,False,False
T1595,False,True,False,False,False,False
T1596,False,True,False,False,False,False
T1597,False,True,False,False,False,False
T1598,False,True,False,False,True,False
T1599,True,True,False,False,False,True
T1600,False,True,False,False,False,False
T1601,False,True,False,False,False,False
T1602,False,True,False,False,False,False
T1603,False,False,False,False,False,False
T1604,False,True,False,False,False,False
T1605,False,True,False,False,False,False
T1606,False,True,False,False,False,False
T1607,False,True,True,False,False,True
T1608,False,True,True,False,False,False
T1609,False,True,True,False,False,False
T1610,True,True,True,False,False,False
T1611,False,True,False,False,False,False
T1612,False,True,False,False,False,False
T1613,False,True,False,False,False,False
T1614,False,True,False,False,False,False
T1615,False,True,False,False,False,False
T1616,False,True,False,False,False,False
T1617,False,True,False,False,False,False
T1618,False,True,False,False,False,False
T1619,False,True,False,False,True,False
T1620,False,False,False,False,False,False
T1621,False,True,False,False,False,False
T1622,False,True,False,False,False,False
T1623,True,True,False,False,False,False
T1624,True,True,False,False,False,False
T1625,False,True,False,False,False,False
T1626,False,True,False,False,False,False
T1627,False,True,False,False,False,False
T1628,False,True,False,False,False,False
T1629,False,True,False,False,False,False
T1630,False,True,False,False,False,False
T1631,False,True,False,False,False,False
T1632,False,True,False,False,False,False
T1633,False,True,False,False,False,False
T1634,False,True,False,True,False,False
T1635,False,True,False,False,False,False
T1636,True,True,False,False,False,False
T1637,False,False,False,False,False,False
T1638,False,True,False,False,False,False
T1639,False,True,False,False,False,False
T1640,False,True,False,False,False,False
T1641,False,True,False,False,False,False
T1642,False,True,False,False,False,False
T1643,False,True,False,False,False,False
T1644,False,True,False,False,False,False
T1645,False,True,False,False,False,False
T1646,False,True,False,False,False,False
T1647,False,True,False,False,False,False
T1648,False,False,False,False,True,False
T1649,False,True,False,False,False,False
T1650,False,True,False,False,False,True
T1651,False,True,False,False,False,False
T1652,False,True,False,False,False,False
T1653,False,True,False,True,False,False
T1654,False,False,False,False,False,False
T1655,False,True,True,False,False,False
T1656,False,True,True,False,False,False
T1657,False,True,True,False,False,False
T1658,False,True,True,False,False,True
T1659,True,True,True,False,False,False
T1660,False,True,False,False,False,False
T1661,False,True,False,False,False,False
T1662,False,True,False,False,False,False
T1663,False,True,False,False,False,False
T1664,False,True,False,False,False,True
T1665,False,True,False,False,False,False
T1666,False,True,False,True,False,True
T1667,False,True,False,False,False,False
T1668,False,True,False,False,False,False
T1669,False,True,False,False,False,False
T1670,False,True,False,False,False,True
T1671,False,True,False,False,False,False
T1672,True,True,False,True,False,False
T1673,False,True,False,False,False,False
T1674,False,True,False,False,False,False
T1675,False,True,False,True,False,False
T1676,False,True,False,False,False,False
T1677,False,True,False,False,False,False
T1678,False,True,False,True,False,False
T1679,False,True,False,False,False,False
T1680,False,True,False,False,False,False
T1681,False,True,False,False,False,False
T1682,False,True,False,False,False,False
T1683,False,True,False,False,False,False
T1684,False,False,False,False,True,False
T1685,False,True,False,False,False,False
T1686,False,True,False,False,False,False
T1687,False,True,False,False,False,False
T1688,False,True,False,False,False,False
T1689,False,True,False,False,False,False
T1690,False,True,False,False,False,False
T1691,False,True,False,False,False,False
T1692,False,True,False,False,False,False
T1693,False,True,False,False,False,False
T1694,False,True,False,False,False,False
T1695,False,True,False,False,False,False
T1696,True,True,False,False,False,False
T1697,True,True,False,False,False,False
T1698,False,True,False,False,False,False
T1699,False,True,False,False,False,False
T1700,False,True,False,False,False,False
T1701,False,True,False,False,True,True
T1702,False,True,False,False,False,False
T1703,False,True,False,False,False,False
T1704,False,True,False,False,False,False
T1705,False,True,True,False,False,True
T1706,False,True,True,False,False,False
T1707,False,True,True,False,False,False
T1708,False,True,True,False,False,False
T1709,False,True,False,False,False,False
T1710,False,True,False,False,False,True
T1711,False,True,False,False,False,False
T1712,False,True,False,False,False,False
T1713,False,True,False,False,True,False
T1714,False,True,False,False,False,False
T1715,False,False,False,False,True,False
T1716,False,True,False,False,False,False
T1717,False,True,False,False,False,False
T1718,False,True,False,False,False,False
T1719,False,True,False,False,False,False
T1720,False,True,False,False,False,False
T1721,False,True,False,False,False,False
T1722,False,True,False,False,False,False
T1723,False,True,False,False,False,False
T1724,False,True,False,True,False,True
T1725,False,False,False,False,False,False
T1726,True,False,False,False,False,False
T1727,False,True,False,False,False,False
T1728,False,True,False,False,False,False
T1729,False,True,False,False,False,False
T1730,False,True,False,False,False,False
T1731,False,True,False,False,False,False
T1732,False,True,False,False,False,False
T1733,False,True,False,False,False,False
T1734,False,True,False,False,False,False
T1735,False,True,False,False,False,False
T1736,False,True,False,False,False,False
T1737,False,True,False,False,False,False
T1738,False,True,False,False,True,False
T1739,False,True,False,False,False,False
T1740,False,True,False,False,False,False
T1741,False,True,False,False,False,True
T1742,False,True,False,False,False,False
T1743,False,True,False,False,False,False
T1744,False,True,False,False,False,False
T1745,False,True,False,False,False,False
T1746,False,True,False,False,False,False
T1747,False,True,False,False,False,False
T1748,False,False,False,False,True,False
T1749,False,True,False,False,False,False
T1750,False,False,False,False,True,False
T1751,True,True,False,False,False,False
T1752,False,True,True,False,False,True
T1753,False,True,True,False,False,True
T1754,False,True,True,False,False,False
T1755,False,True,True,False,False,True
T1756,True,True,True,False,False,False
T1757,True,True,True,False,False,False
T1758,False,True,False,False,False,True
T1759,False,False,False,False,False,False
T1760,False,True,False,False,False,False
T1761,False,True,False,False,False,False
T1762,False,True,False,False,False,False
T1763,False,True,False,False,False,False
T1764,False,True,False,False,False,False
T1765,False,True,False,False,False,False
T1766,False,True,False,False,False,False
T1767,False,True,False,False,False,False
T1768,True,True,False,False,False,False
T1769,True,True,False,False,False,False
T1770,True,True,False,False,False,False
T1771,False,True,False,False,False,False
T1772,False,True,False,False,False,False
T1773,False,True,False,False,False,False
T1774,False,True,False,False,False,False
T1775,False,True,False,False,False,False
T1776,False,True,False,False,False,False
T1777,True,True,False,False,False,False
T1778,False,True,False,False,False,False
T1779,False,True,False,False,False,False
T1780,False,True,False,False,False,False
T1781,False,False,False,False,True,False
T1782,True,True,False,False,False,False
T1783,True,True,False,False,False,True
T1784,True,True,False,False,False,False
T1785,False,True,False,False,False,False
T1786,False,False,False,False,False,False
T1787,False,True,False,False,False,True
T1788,False,True,False,False,False,False
T1789,False,False,False,False,True,False
T1790,False,True,False,False,False,False
T1791,False,True,False,False,False,False
T1792,False,True,False,False,False,False
T1793,False,True,False,False,False,False
T1794,False,True,False,False,False,False
T1795,False,True,False,False,False,False
T1796,False,True,False,False,False,False
T1797,False,True,False,False,False,False
T1798,False,True,False,False,False,True
