timestamp,condition,temperature,rain_mm,wind_speed
2026-06-21 10:00:00,rain,29.4,10.7,9.1
2026-06-21 11:00:00,rain,29.0,3.1,5.7
2026-06-21 12:00:00,cloudy,30.9,0.0,9.1
2026-06-21 13:00:00,cloudy,29.1,0.0,9.7
2026-06-21 14:00:00,cloudy,28.2,0.0,16.6
2026-06-21 15:00:00,storm,29.2,12.0,6.4
2026-06-21 16:00:00,clear,23.5,0.0,23.1
2026-06-21 17:00:00,clear,19.0,0.0,4.4
2026-06-21 18:00:00,clear,22.4,0.0,2.2
2026-06-21 19:00:00,clear,21.2,0.0,21.7
2026-06-21 20:00:00,clear,14.3,0.0,18.2
2026-06-21 21:00:00,cloudy,9.9,0.0,10.2
2026-06-21 22:00:00,clear,10.7,0.0,15.7
2026-06-21 23:00:00,rain,9.7,9.7,7.1
2026-06-22 00:00:00,clear,9.5,0.0,5.9
2026-06-22 01:00:00,clear,8.4,0.0,12.8
2026-06-22 02:00:00,clear,11.9,0.0,10.1
2026-06-22 03:00:00,clear,13.3,0.0,16.2
2026-06-22 04:00:00,clear,12.3,0.0,7.0
2026-06-22 05:00:00,clear,18.0,0.0,17.2
2026-06-22 06:00:00,clear,22.6,0.0,19.6
2026-06-22 07:00:00,clear,22.3,0.0,5.8
2026-06-22 08:00:00,clear,23.9,0.0,3.0
2026-06-22 09:00:00,clear,26.2,0.0,12.1
2026-06-22 10:00:00,clear,28.9,0.0,19.8
2026-06-22 11:00:00,clear,26.3,0.0,17.0
2026-06-22 12:00:00,clear,29.5,0.0,18.1
2026-06-22 13:00:00,clear,28.2,0.0,11.3
2026-06-22 14:00:00,clear,30.6,0.0,7.4
2026-06-22 15:00:00,cloudy,25.9,0.0,14.2
2026-06-22 16:00:00,storm,26.5,4.0,6.7
2026-06-22 17:00:00,rain,19.9,5.6,18.7
2026-06-22 18:00:00,clear,19.8,0.0,6.5
2026-06-22 19:00:00,clear,16.8,0.0,8.7
2026-06-22 20:00:00,clear,12.5,0.0,13.7
2026-06-22 21:00:00,cloudy,12.0,0.0,13.2
2026-06-22 22:00:00,cloudy,11.9,0.0,15.8
2026-06-22 23:00:00,rain,8.5,1.3,12.1
2026-06-23 00:00:00,rain,6.1,9.3,23.1
2026-06-23 01:00:00,clear,8.9,0.0,21.3
2026-06-23 02:00:00,cloudy,8.5,0.0,22.2
2026-06-23 03:00:00,rain,10.9,8.8,16.5
2026-06-23 04:00:00,clear,13.3,0.0,16.6
2026-06-23 05:00:00,rain,13.2,9.7,16.0
2026-06-23 06:00:00,clear,15.9,0.0,12.0
2026-06-23 07:00:00,storm,21.6,6.1,9.4
2026-06-23 08:00:00,cloudy,22.4,0.0,15.6
2026-06-23 09:00:00,clear,21.4,0.0,2.6
2026-06-23 10:00:00,cloudy,27.9,0.0,2.2
2026-06-23 11:00:00,clear,28.1,0.0,21.6
2026-06-23 12:00:00,cloudy,26.9,0.0,3.1
2026-06-23 13:00:00,cloudy,25.6,0.0,14.1
2026-06-23 14:00:00,cloudy,27.8,0.0,16.1
2026-06-23 15:00:00,rain,25.4,12.0,6.6
2026-06-23 16:00:00,clear,26.4,0.0,22.6
2026-06-23 17:00:00,clear,21.0,0.0,6.4
2026-06-23 18:00:00,clear,18.3,0.0,22.3
2026-06-23 19:00:00,clear,14.8,0.0,19.5
2026-06-23 20:00:00,clear,13.8,0.0,7.5
2026-06-23 21:00:00,clear,11.4,0.0,5.5
2026-06-23 22:00:00,clear,10.7,0.0,9.3
2026-06-23 23:00:00,clear,7.0,0.0,11.2
2026-06-24 00:00:00,rain,6.7,11.3,7.7
2026-06-24 01:00:00,clear,6.9,0.0,25.0
2026-06-24 02:00:00,rain,9.8,2.1,7.3
2026-06-24 03:00:00,clear,12.4,0.0,21.1
2026-06-24 04:00:00,clear,11.5,0.0,5.7
2026-06-24 05:00:00,clear,13.9,0.0,24.5
2026-06-24 06:00:00,clear,17.5,0.0,7.2
2026-06-24 07:00:00,clear,19.2,0.0,11.7
2026-06-24 08:00:00,clear,23.4,0.0,14.8
2026-06-24 09:00:00,clear,20.6,0.0,4.8
2026-06-24 10:00:00,clear,24.3,0.0,20.8
2026-06-24 11:00:00,cloudy,25.3,0.0,8.3
2026-06-24 12:00:00,clear,23.3,0.0,14.6
2026-06-24 13:00:00,rain,24.9,2.3,14.6
2026-06-24 14:00:00,clear,24.0,0.0,15.9
2026-06-24 15:00:00,storm,23.4,11.6,3.3
2026-06-24 16:00:00,cloudy,23.3,0.0,5.9
2026-06-24 17:00:00,storm,18.8,3.7,5.7
2026-06-24 18:00:00,rain,15.0,5.7,8.9
2026-06-24 19:00:00,clear,13.8,0.0,5.3
2026-06-24 20:00:00,clear,13.0,0.0,23.2
2026-06-24 21:00:00,clear,7.8,0.0,13.8
2026-06-24 22:00:00,rain,6.3,10.7,16.3
2026-06-24 23:00:00,cloudy,7.5,0.0,10.2
2026-06-25 00:00:00,clear,5.9,0.0,8.4
2026-06-25 01:00:00,rain,7.5,2.7,13.6
2026-06-25 02:00:00,clear,7.5,0.0,8.8
2026-06-25 03:00:00,cloudy,10.1,0.0,9.9
2026-06-25 04:00:00,cloudy,9.5,0.0,12.4
2026-06-25 05:00:00,clear,13.4,0.0,13.6
2026-06-25 06:00:00,cloudy,15.7,0.0,24.6
2026-06-25 07:00:00,rain,16.7,1.2,7.1
2026-06-25 08:00:00,clear,18.6,0.0,13.2
2026-06-25 09:00:00,clear,24.0,0.0,5.4
2026-06-25 10:00:00,clear,24.0,0.0,10.0
2026-06-25 11:00:00,cloudy,23.9,0.0,18.5
2026-06-25 12:00:00,clear,25.6,0.0,6.0
2026-06-25 13:00:00,rain,27.1,0.8,15.4
2026-06-25 14:00:00,rain,20.9,9.9,11.6
2026-06-25 15:00:00,clear,20.5,0.0,3.2
2026-06-25 16:00:00,clear,19.3,0.0,23.5
2026-06-25 17:00:00,cloudy,20.4,0.0,11.5
2026-06-25 18:00:00,cloudy,16.0,0.0,20.0
2026-06-25 19:00:00,clear,14.1,0.0,11.6
2026-06-25 20:00:00,clear,8.8,0.0,23.6
2026-06-25 21:00:00,clear,6.7,0.0,8.7
2026-06-25 22:00:00,storm,7.5,3.9,11.5
2026-06-25 23:00:00,clear,5.9,0.0,19.5
2026-06-26 00:00:00,rain,6.2,4.1,9.9
2026-06-26 01:00:00,clear,5.4,0.0,10.4
2026-06-26 02:00:00,rain,7.1,4.2,24.9
2026-06-26 03:00:00,clear,8.5,0.0,14.8
2026-06-26 04:00:00,clear,11.5,0.0,17.9
2026-06-26 05:00:00,rain,13.9,5.3,16.8
2026-06-26 06:00:00,rain,12.8,10.6,21.0
2026-06-26 07:00:00,clear,14.5,0.0,21.8
2026-06-26 08:00:00,clear,21.7,0.0,15.0
2026-06-26 09:00:00,clear,24.1,0.0,8.8
2026-06-26 10:00:00,clear,22.3,0.0,2.5
2026-06-26 11:00:00,clear,22.0,0.0,16.1
2026-06-26 12:00:00,rain,25.3,3.3,21.0
2026-06-26 13:00:00,clear,26.2,0.0,12.4
2026-06-26 14:00:00,cloudy,26.5,0.0,5.8
2026-06-26 15:00:00,clear,22.9,0.0,8.6
2026-06-26 16:00:00,clear,19.5,0.0,13.7
2026-06-26 17:00:00,cloudy,16.3,0.0,21.2
2026-06-26 18:00:00,clear,15.1,0.0,6.0
2026-06-26 19:00:00,cloudy,12.0,0.0,16.1
2026-06-26 20:00:00,clear,8.5,0.0,19.3
2026-06-26 21:00:00,rain,11.0,4.5,23.5
2026-06-26 22:00:00,cloudy,9.0,0.0,4.7
2026-06-26 23:00:00,rain,7.1,10.6,23.3
2026-06-27 00:00:00,clear,3.6,0.0,15.8
2026-06-27 01:00:00,clear,6.6,0.0,19.6
2026-06-27 02:00:00,clear,7.3,0.0,3.2
2026-06-27 03:00:00,clear,8.6,0.0,13.6
2026-06-27 04:00:00,clear,11.9,0.0,16.3
2026-06-27 05:00:00,clear,13.4,0.0,9.1
2026-06-27 06:00:00,clear,16.1,0.0,11.9
2026-06-27 07:00:00,clear,18.5,0.0,14.7
2026-06-27 08:00:00,clear,20.5,0.0,14.7
2026-06-27 09:00:00,clear,19.4,0.0,3.0
2026-06-27 10:00:00,clear,23.8,0.0,12.1
2026-06-27 11:00:00,cloudy,23.8,0.0,6.9
2026-06-27 12:00:00,clear,23.1,0.0,23.1
2026-06-27 13:00:00,clear,27.2,0.0,24.5
2026-06-27 14:00:00,clear,26.3,0.0,8.9
2026-06-27 15:00:00,cloudy,24.1,0.0,6.0
2026-06-27 16:00:00,clear,20.4,0.0,7.0
2026-06-27 17:00:00,cloudy,19.7,0.0,13.0
2026-06-27 18:00:00,storm,15.1,9.1,22.1
2026-06-27 19:00:00,clear,12.8,0.0,13.5
2026-06-27 20:00:00,rain,8.4,3.9,3.3
2026-06-27 21:00:00,cloudy,8.6,0.0,2.9
2026-06-27 22:00:00,clear,6.5,0.0,7.2
2026-06-27 23:00:00,clear,3.5,0.0,21.4
2026-06-28 00:00:00,cloudy,5.1,0.0,16.3
2026-06-28 01:00:00,storm,5.4,3.3,14.9
2026-06-28 02:00:00,clear,9.2,0.0,9.3
2026-06-28 03:00:00,clear,9.5,0.0,23.4
2026-06-28 04:00:00,cloudy,10.2,0.0,9.6
2026-06-28 05:00:00,clear,13.0,0.0,21.2
2026-06-28 06:00:00,cloudy,15.3,0.0,22.6
2026-06-28 07:00:00,clear,17.6,0.0,13.1
2026-06-28 08:00:00,cloudy,18.7,0.0,22.6
2026-06-28 09:00:00,rain,22.2,8.9,8.4
2026-06-28 10:00:00,cloudy,22.9,0.0,17.1
2026-06-28 11:00:00,cloudy,23.2,0.0,4.0
2026-06-28 12:00:00,cloudy,26.2,0.0,12.9
2026-06-28 13:00:00,rain,25.7,9.2,7.0
2026-06-28 14:00:00,rain,21.4,10.3,3.4
2026-06-28 15:00:00,clear,22.4,0.0,2.1
2026-06-28 16:00:00,cloudy,22.0,0.0,9.5
2026-06-28 17:00:00,clear,19.7,0.0,15.6
2026-06-28 18:00:00,rain,17.1,11.2,12.5
2026-06-28 19:00:00,cloudy,13.1,0.0,8.9
2026-06-28 20:00:00,clear,9.4,0.0,24.8
2026-06-28 21:00:00,clear,7.0,0.0,23.6
2026-06-28 22:00:00,clear,7.6,0.0,4.9
2026-06-28 23:00:00,cloudy,6.6,0.0,11.5
2026-06-29 00:00:00,clear,7.7,0.0,16.9
2026-06-29 01:00:00,clear,7.8,0.0,18.9
2026-06-29 02:00:00,rain,7.0,11.6,10.4
2026-06-29 03:00:00,cloudy,6.9,0.0,19.2
2026-06-29 04:00:00,clear,10.4,0.0,4.9
2026-06-29 05:00:00,clear,13.7,0.0,9.6
2026-06-29 06:00:00,storm,15.7,11.3,18.5
2026-06-29 07:00:00,cloudy,17.8,0.0,16.4
2026-06-29 08:00:00,cloudy,21.5,0.0,21.3
2026-06-29 09:00:00,clear,22.4,0.0,3.1
2026-06-29 10:00:00,clear,23.9,0.0,6.0
2026-06-29 11:00:00,clear,26.3,0.0,3.1
2026-06-29 12:00:00,cloudy,25.6,0.0,6.4
2026-06-29 13:00:00,clear,26.3,0.0,2.1
2026-06-29 14:00:00,clear,25.4,0.0,13.6
2026-06-29 15:00:00,cloudy,21.7,0.0,14.2
2026-06-29 16:00:00,rain,20.7,2.9,17.1
2026-06-29 17:00:00,cloudy,21.2,0.0,10.9
2026-06-29 18:00:00,clear,14.8,0.0,2.1
2026-06-29 19:00:00,clear,10.8,0.0,17.5
2026-06-29 20:00:00,clear,8.8,0.0,3.2
2026-06-29 21:00:00,clear,9.6,0.0,21.9
2026-06-29 22:00:00,clear,8.1,0.0,2.5
2026-06-29 23:00:00,clear,6.9,0.0,14.2
2026-06-30 00:00:00,cloudy,8.6,0.0,22.6
2026-06-30 01:00:00,rain,3.2,2.8,15.2
2026-06-30 02:00:00,storm,8.8,1.5,16.0
2026-06-30 03:00:00,clear,12.2,0.0,17.7
2026-06-30 04:00:00,clear,10.3,0.0,4.8
2026-06-30 05:00:00,clear,13.9,0.0,17.5
2026-06-30 06:00:00,clear,15.9,0.0,22.2
2026-06-30 07:00:00,clear,18.4,0.0,24.4
2026-06-30 08:00:00,clear,21.7,0.0,12.2
2026-06-30 09:00:00,cloudy,26.4,0.0,9.9
2026-06-30 10:00:00,clear,28.7,0.0,19.3
2026-06-30 11:00:00,rain,26.5,2.4,14.5
2026-06-30 12:00:00,clear,30.2,0.0,7.9
2026-06-30 13:00:00,clear,27.1,0.0,6.0
2026-06-30 14:00:00,clear,28.8,0.0,5.9
2026-06-30 15:00:00,clear,24.5,0.0,12.6
2026-06-30 16:00:00,clear,22.8,0.0,5.9
2026-06-30 17:00:00,storm,20.8,9.6,2.5
2026-06-30 18:00:00,clear,22.5,0.0,3.2
2026-06-30 19:00:00,clear,16.4,0.0,23.4
2026-06-30 20:00:00,cloudy,11.7,0.0,3.7
2026-06-30 21:00:00,clear,12.2,0.0,3.7
2026-06-30 22:00:00,cloudy,8.7,0.0,12.4
2026-06-30 23:00:00,clear,7.6,0.0,7.6
2026-07-01 00:00:00,rain,9.4,8.3,24.1
2026-07-01 01:00:00,clear,8.4,0.0,23.0
2026-07-01 02:00:00,clear,9.9,0.0,11.3
2026-07-01 03:00:00,cloudy,11.1,0.0,12.3
2026-07-01 04:00:00,rain,13.7,8.6,10.6
2026-07-01 05:00:00,clear,16.3,0.0,2.9
2026-07-01 06:00:00,cloudy,15.4,0.0,8.7
2026-07-01 07:00:00,clear,22.0,0.0,4.8
2026-07-01 08:00:00,clear,21.9,0.0,4.4
2026-07-01 09:00:00,clear,23.4,0.0,14.9
2026-07-01 10:00:00,cloudy,27.1,0.0,4.3
2026-07-01 11:00:00,clear,28.4,0.0,4.4
2026-07-01 12:00:00,cloudy,27.6,0.0,13.1
2026-07-01 13:00:00,clear,29.6,0.0,12.2
2026-07-01 14:00:00,rain,25.4,11.5,5.2
2026-07-01 15:00:00,rain,25.2,2.0,2.1
2026-07-01 16:00:00,clear,22.9,0.0,6.4
2026-07-01 17:00:00,clear,21.4,0.0,7.4
2026-07-01 18:00:00,clear,19.3,0.0,20.4
2026-07-01 19:00:00,rain,14.9,4.2,23.1
2026-07-01 20:00:00,clear,15.1,0.0,11.3
2026-07-01 21:00:00,clear,12.1,0.0,11.3
2026-07-01 22:00:00,clear,7.6,0.0,18.4
2026-07-01 23:00:00,cloudy,6.6,0.0,16.4
2026-07-02 00:00:00,clear,9.2,0.0,6.2
2026-07-02 01:00:00,clear,9.3,0.0,4.5
2026-07-02 02:00:00,storm,10.5,5.3,12.1
2026-07-02 03:00:00,clear,12.2,0.0,15.0
2026-07-02 04:00:00,rain,14.7,0.7,5.2
2026-07-02 05:00:00,clear,18.3,0.0,8.7
2026-07-02 06:00:00,clear,17.8,0.0,9.0
2026-07-02 07:00:00,rain,20.4,2.5,8.0
2026-07-02 08:00:00,cloudy,22.9,0.0,12.6
2026-07-02 09:00:00,cloudy,27.1,0.0,17.0
2026-07-02 10:00:00,clear,30.2,0.0,13.7
2026-07-02 11:00:00,clear,28.7,0.0,6.6
2026-07-02 12:00:00,clear,26.0,0.0,4.4
2026-07-02 13:00:00,clear,26.9,0.0,20.9
2026-07-02 14:00:00,clear,27.3,0.0,13.0
2026-07-02 15:00:00,clear,26.1,0.0,3.4
2026-07-02 16:00:00,clear,24.3,0.0,7.9
2026-07-02 17:00:00,clear,22.6,0.0,20.5
2026-07-02 18:00:00,clear,19.5,0.0,19.3
2026-07-02 19:00:00,clear,19.0,0.0,22.1
2026-07-02 20:00:00,rain,14.1,5.4,15.8
2026-07-02 21:00:00,cloudy,11.8,0.0,11.7
2026-07-02 22:00:00,clear,12.2,0.0,11.8
2026-07-02 23:00:00,cloudy,8.2,0.0,6.5
2026-07-03 00:00:00,rain,10.8,9.3,17.0
2026-07-03 01:00:00,clear,10.8,0.0,15.5
2026-07-03 02:00:00,clear,11.4,0.0,5.6
2026-07-03 03:00:00,clear,15.6,0.0,22.4
2026-07-03 04:00:00,clear,14.4,0.0,10.5
2026-07-03 05:00:00,cloudy,20.9,0.0,3.1
2026-07-03 06:00:00,storm,20.1,3.6,9.5
2026-07-03 07:00:00,clear,21.1,0.0,22.0
2026-07-03 08:00:00,cloudy,25.6,0.0,23.1
2026-07-03 09:00:00,clear,26.0,0.0,13.3
2026-07-03 10:00:00,cloudy,28.1,0.0,24.0
2026-07-03 11:00:00,cloudy,30.8,0.0,22.1
2026-07-03 12:00:00,clear,31.4,0.0,21.0
2026-07-03 13:00:00,clear,29.3,0.0,21.8
2026-07-03 14:00:00,cloudy,30.8,0.0,10.8
2026-07-03 15:00:00,storm,29.5,5.6,19.4
2026-07-03 16:00:00,clear,27.9,0.0,15.3
2026-07-03 17:00:00,clear,24.1,0.0,18.6
2026-07-03 18:00:00,clear,22.8,0.0,6.1
2026-07-03 19:00:00,cloudy,15.4,0.0,18.8
2026-07-03 20:00:00,cloudy,15.3,0.0,24.0
2026-07-03 21:00:00,cloudy,12.4,0.0,9.0
2026-07-03 22:00:00,cloudy,12.3,0.0,24.7
2026-07-03 23:00:00,rain,10.3,7.5,10.7
2026-07-04 00:00:00,rain,10.6,11.5,6.6
2026-07-04 01:00:00,clear,14.0,0.0,4.6
2026-07-04 02:00:00,cloudy,12.0,0.0,20.1
2026-07-04 03:00:00,clear,14.4,0.0,14.8
2026-07-04 04:00:00,clear,15.6,0.0,9.1
2026-07-04 05:00:00,rain,18.4,3.8,16.0
2026-07-04 06:00:00,cloudy,20.9,0.0,9.6
2026-07-04 07:00:00,storm,24.2,3.7,12.3
2026-07-04 08:00:00,clear,27.7,0.0,21.8
2026-07-04 09:00:00,clear,30.5,0.0,17.4
2026-07-04 10:00:00,clear,30.1,0.0,19.5
2026-07-04 11:00:00,clear,31.5,0.0,15.4
2026-07-04 12:00:00,clear,29.3,0.0,24.8
2026-07-04 13:00:00,clear,30.5,0.0,7.6
2026-07-04 14:00:00,clear,31.1,0.0,8.0
2026-07-04 15:00:00,rain,29.4,1.4,4.1
2026-07-04 16:00:00,clear,26.3,0.0,14.7
2026-07-04 17:00:00,clear,24.9,0.0,16.1
2026-07-04 18:00:00,cloudy,21.7,0.0,18.7
2026-07-04 19:00:00,clear,20.2,0.0,9.7
2026-07-04 20:00:00,rain,16.4,11.4,2.3
2026-07-04 21:00:00,cloudy,13.4,0.0,16.5
2026-07-04 22:00:00,clear,12.8,0.0,25.0
2026-07-04 23:00:00,cloudy,6.9,0.0,8.8
2026-07-05 00:00:00,cloudy,11.6,0.0,6.2
2026-07-05 01:00:00,cloudy,5.8,0.0,8.5
2026-07-05 02:00:00,rain,9.7,4.8,11.8
2026-07-05 03:00:00,cloudy,14.6,0.0,7.8
2026-07-05 04:00:00,cloudy,16.7,0.0,10.0
2026-07-05 05:00:00,clear,16.6,0.0,16.7
2026-07-05 06:00:00,cloudy,19.9,0.0,9.9
2026-07-05 07:00:00,rain,25.6,5.2,11.1
2026-07-05 08:00:00,cloudy,25.2,0.0,2.9
2026-07-05 09:00:00,cloudy,31.3,0.0,23.1
2026-07-05 10:00:00,clear,29.5,0.0,11.4
2026-07-05 11:00:00,cloudy,31.1,0.0,9.5
2026-07-05 12:00:00,storm,33.3,8.8,4.0
2026-07-05 13:00:00,clear,30.7,0.0,16.6
2026-07-05 14:00:00,clear,28.0,0.0,21.9
2026-07-05 15:00:00,clear,27.7,0.0,2.9
2026-07-05 16:00:00,clear,25.7,0.0,5.3
2026-07-05 17:00:00,cloudy,21.3,0.0,5.4
2026-07-05 18:00:00,clear,20.4,0.0,15.9
2026-07-05 19:00:00,clear,17.0,0.0,23.2
2026-07-05 20:00:00,cloudy,17.1,0.0,12.1
2026-07-05 21:00:00,cloudy,13.7,0.0,9.9
2026-07-05 22:00:00,cloudy,11.6,0.0,19.6
2026-07-05 23:00:00,cloudy,10.8,0.0,19.1
2026-07-06 00:00:00,cloudy,10.9,0.0,7.7
2026-07-06 01:00:00,cloudy,11.8,0.0,5.7
2026-07-06 02:00:00,cloudy,10.4,0.0,10.2
2026-07-06 03:00:00,clear,11.9,0.0,19.8
2026-07-06 04:00:00,cloudy,17.1,0.0,18.0
2026-07-06 05:00:00,clear,17.3,0.0,17.3
2026-07-06 06:00:00,clear,18.3,0.0,21.1
2026-07-06 07:00:00,clear,23.6,0.0,8.4
2026-07-06 08:00:00,rain,26.1,2.1,9.8
2026-07-06 09:00:00,cloudy,25.1,0.0,3.0
2026-07-06 10:00:00,clear,29.3,0.0,22.0
2026-07-06 11:00:00,cloudy,31.0,0.0,15.4
2026-07-06 12:00:00,clear,30.8,0.0,8.9
2026-07-06 13:00:00,cloudy,30.8,0.0,3.6
2026-07-06 14:00:00,rain,26.7,9.8,18.6
2026-07-06 15:00:00,cloudy,27.7,0.0,19.2
2026-07-06 16:00:00,cloudy,24.6,0.0,17.3
2026-07-06 17:00:00,clear,21.9,0.0,6.7
2026-07-06 18:00:00,clear,21.3,0.0,23.0
2026-07-06 19:00:00,rain,19.6,6.0,19.3
2026-07-06 20:00:00,cloudy,17.6,0.0,17.1
2026-07-06 21:00:00,clear,14.8,0.0,17.0
2026-07-06 22:00:00,clear,11.0,0.0,22.8
2026-07-06 23:00:00,clear,10.7,0.0,23.4
2026-07-07 00:00:00,clear,10.9,0.0,15.7
2026-07-07 01:00:00,clear,10.2,0.0,11.6
2026-07-07 02:00:00,clear,11.2,0.0,10.4
2026-07-07 03:00:00,rain,13.8,5.5,20.8
2026-07-07 04:00:00,clear,14.5,0.0,16.8
2026-07-07 05:00:00,clear,15.9,0.0,3.8
2026-07-07 06:00:00,clear,18.9,0.0,5.3
2026-07-07 07:00:00,clear,23.0,0.0,22.7
2026-07-07 08:00:00,rain,24.4,2.9,22.3
2026-07-07 09:00:00,clear,26.9,0.0,23.9
2026-07-07 10:00:00,cloudy,29.0,0.0,11.8
2026-07-07 11:00:00,rain,28.4,10.0,20.0
2026-07-07 12:00:00,clear,30.4,0.0,21.0
2026-07-07 13:00:00,cloudy,29.4,0.0,9.3
2026-07-07 14:00:00,rain,25.9,6.6,5.3
2026-07-07 15:00:00,clear,28.3,0.0,24.9
2026-07-07 16:00:00,clear,23.3,0.0,2.7
2026-07-07 17:00:00,rain,19.1,0.9,15.7
2026-07-07 18:00:00,rain,17.4,6.2,17.0
2026-07-07 19:00:00,clear,14.8,0.0,17.7
2026-07-07 20:00:00,cloudy,13.9,0.0,7.9
2026-07-07 21:00:00,clear,11.3,0.0,18.6
2026-07-07 22:00:00,rain,9.6,6.2,7.0
2026-07-07 23:00:00,clear,9.9,0.0,21.1
2026-07-08 00:00:00,clear,9.1,0.0,7.0
2026-07-08 01:00:00,cloudy,9.4,0.0,18.0
2026-07-08 02:00:00,rain,10.5,2.7,20.0
2026-07-08 03:00:00,rain,12.3,7.5,6.3
2026-07-08 04:00:00,clear,10.3,0.0,7.5
2026-07-08 05:00:00,clear,15.2,0.0,19.9
2026-07-08 06:00:00,rain,15.0,2.9,4.0
2026-07-08 07:00:00,rain,20.9,1.5,6.4
2026-07-08 08:00:00,clear,23.2,0.0,12.5
2026-07-08 09:00:00,cloudy,26.8,0.0,23.4
2026-07-08 10:00:00,clear,28.5,0.0,14.9
2026-07-08 11:00:00,clear,28.0,0.0,10.9
2026-07-08 12:00:00,clear,27.2,0.0,24.5
2026-07-08 13:00:00,clear,28.3,0.0,12.7
2026-07-08 14:00:00,clear,25.8,0.0,12.0
2026-07-08 15:00:00,rain,24.9,7.3,11.5
2026-07-08 16:00:00,clear,24.3,0.0,9.2
2026-07-08 17:00:00,clear,19.5,0.0,9.5
2026-07-08 18:00:00,clear,18.9,0.0,17.8
2026-07-08 19:00:00,clear,16.1,0.0,2.9
2026-07-08 20:00:00,clear,11.2,0.0,17.7
2026-07-08 21:00:00,cloudy,11.9,0.0,6.6
2026-07-08 22:00:00,clear,9.9,0.0,10.8
2026-07-08 23:00:00,cloudy,7.9,0.0,5.4
2026-07-09 00:00:00,rain,6.2,4.5,14.7
2026-07-09 01:00:00,clear,6.4,0.0,18.8
2026-07-09 02:00:00,rain,7.8,6.2,10.2
2026-07-09 03:00:00,rain,11.0,2.3,5.8
2026-07-09 04:00:00,rain,10.7,5.5,7.2
2026-07-09 05:00:00,cloudy,15.2,0.0,20.8
2026-07-09 06:00:00,cloudy,15.2,0.0,8.2
2026-07-09 07:00:00,cloudy,19.3,0.0,19.8
2026-07-09 08:00:00,cloudy,22.1,0.0,9.6
2026-07-09 09:00:00,clear,27.7,0.0,6.3
2026-07-09 10:00:00,rain,23.5,1.4,18.7
2026-07-09 11:00:00,cloudy,28.7,0.0,12.8
2026-07-09 12:00:00,cloudy,27.0,0.0,2.7
2026-07-09 13:00:00,clear,27.0,0.0,24.1
2026-07-09 14:00:00,clear,25.5,0.0,5.4
2026-07-09 15:00:00,clear,24.4,0.0,10.1
2026-07-09 16:00:00,clear,21.4,0.0,10.9
2026-07-09 17:00:00,clear,21.3,0.0,13.3
2026-07-09 18:00:00,clear,15.8,0.0,20.1
2026-07-09 19:00:00,clear,15.6,0.0,2.1
2026-07-09 20:00:00,clear,10.4,0.0,23.4
2026-07-09 21:00:00,clear,9.2,0.0,16.9
2026-07-09 22:00:00,storm,6.1,3.0,23.9
2026-07-09 23:00:00,clear,7.3,0.0,20.8
2026-07-10 00:00:00,clear,8.4,0.0,23.3
2026-07-10 01:00:00,clear,6.4,0.0,15.8
2026-07-10 02:00:00,clear,7.2,0.0,10.2
2026-07-10 03:00:00,clear,7.4,0.0,12.2
2026-07-10 04:00:00,cloudy,10.7,0.0,17.1
2026-07-10 05:00:00,rain,11.1,4.2,11.8
2026-07-10 06:00:00,clear,14.6,0.0,18.8
2026-07-10 07:00:00,cloudy,18.9,0.0,4.1
2026-07-10 08:00:00,clear,22.9,0.0,21.1
2026-07-10 09:00:00,clear,27.2,0.0,6.7
2026-07-10 10:00:00,clear,23.6,0.0,23.7
2026-07-10 11:00:00,clear,27.6,0.0,5.6
2026-07-10 12:00:00,cloudy,26.1,0.0,5.0
2026-07-10 13:00:00,cloudy,25.2,0.0,20.7
2026-07-10 14:00:00,cloudy,25.0,0.0,20.8
2026-07-10 15:00:00,clear,22.8,0.0,19.0
2026-07-10 16:00:00,cloudy,20.8,0.0,24.1
2026-07-10 17:00:00,clear,17.6,0.0,8.2
2026-07-10 18:00:00,clear,13.5,0.0,21.0
2026-07-10 19:00:00,clear,10.6,0.0,10.1
2026-07-10 20:00:00,cloudy,11.5,0.0,14.4
2026-07-10 21:00:00,storm,8.0,7.5,12.2
2026-07-10 22:00:00,clear,5.9,0.0,2.1
2026-07-10 23:00:00,cloudy,5.8,0.0,15.2
2026-07-11 00:00:00,cloudy,6.6,0.0,19.2
2026-07-11 01:00:00,rain,6.0,1.0,6.0
2026-07-11 02:00:00,clear,5.7,0.0,23.4
2026-07-11 03:00:00,cloudy,10.1,0.0,14.2
2026-07-11 04:00:00,cloudy,12.7,0.0,6.1
2026-07-11 05:00:00,rain,13.4,5.7,16.9
2026-07-11 06:00:00,clear,16.7,0.0,6.4
2026-07-11 07:00:00,rain,19.7,8.8,3.5
2026-07-11 08:00:00,clear,21.9,0.0,17.8
2026-07-11 09:00:00,rain,23.2,2.7,4.5
2026-07-11 10:00:00,clear,24.7,0.0,4.4
2026-07-11 11:00:00,clear,25.6,0.0,19.0
2026-07-11 12:00:00,clear,23.5,0.0,3.3
2026-07-11 13:00:00,clear,25.8,0.0,20.6
2026-07-11 14:00:00,clear,21.7,0.0,20.3
2026-07-11 15:00:00,clear,21.0,0.0,5.3
2026-07-11 16:00:00,clear,22.0,0.0,13.9
2026-07-11 17:00:00,clear,18.9,0.0,4.2
2026-07-11 18:00:00,cloudy,17.3,0.0,16.5
2026-07-11 19:00:00,rain,12.1,4.6,3.4
